,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,Color:,Size:
2653,4,True,2016-12-08,A1QGX3IWOHIZYA,B010RRWKT4,Jenny Jones,Just too big otherwise I liked them!, Black/Red Bronze/White, 7 M US
2654,4,True,2016-12-04,A1DF4MM3K93J0W,B010RRWKT4,Andrea Valdez,Comfortable shoe.  I would buy again, White/Hyper Pink/Pure Platinum/Wolf Grey, 6.5 M US
2655,4,True,2016-12-02,A2VMKNYTJ973O3,B010RRWKT4,Amazon Customer,Light weight and comfortable., Cool Grey / Volt - Wolf Grey - Pure Platinum, 9.5 W US
2656,5,True,2016-12-02,A1OZMZ4FLR5UPW,B010RRWKT4,Deborah M. Klein,Fit my size perfectly and very comfortable!, Black/White/Anthracite/Stealth, 9 B(M) US
2657,5,True,2016-12-01,A3G2IEH99QRNYP,B010RRWKT4,Heather,Love these shoes! Needed new running shoes and these are perfect. Light weight and fit great!, Cool Grey/Pure Platinum/White/Volt, 8.5 M US
2658,5,True,2016-11-28,A9E07GS8ZV3ON,B010RRWKT4,Kindle Customer,Purchased these for our teenage daughter. She loves them. For both casual wear and sports., Black/White/Anthracite/Stealth, 8.5 M US
2659,5,True,2016-11-27,ACDIEMICS7XGC,B010RRWKT4,Shopping Queen,"Love these shoes, I have worn them all day and found them really comfortable with no aching feet at the end of the day. Fantastic colour and true to size. I also bought  Nike Women's Flex Supreme Tr 3 Pnk Pw/Mtllc Slvr/Cl Gry/White Training Shoe and these shoes are slightly more comfortable than those even though they look very similar.", Pink Blast/Stealth/Hyper Pink/White, 10 M US
2660,5,True,2016-11-23,A1223JGQ0GRSPT,B010RRWKT4,CStaples,Super light weight comfortable! Kick box in these and run too. Good support!, Black/White/Anthracite/Stealth, 8 M US
2661,4,False,2016-11-21,AUDAQGK21DH1Z,B010RRWKT4,Yusra,"i bought a pair from DSW for 50$ and they are very comfortable but i bought a size 6.5 when I normally where a size 7.  and even the 6.5 feels a little roomy.  I have wide flat feet btw.  im not sure if I will keep them even though i love their look and comfort.  I've been having feet problems while taking a gym class and I think they won't give me enough support when running.  they're great for wearing at home or gym and doing exercises in one place- extremely light weight and flexible, but i don't know if they'll last long if you use them everywhere else.  :(  i really like them but i cant just buy 2 different shoes.
also, i really like the strings inside the lining on the side of the shoes to adjust and make the shoe fit snug. it makes me feel secure :D", Cool Grey/Rage Green/Hyper Turquoise, 6.5 B(M) US
2662,4,True,2016-11-16,ATSUXY7ASCGPY,B010RRWKT4,Lara Miller,Not a lot of arch support but really lightweight., Cool Grey/Pure Platinum/White/Volt, 8.5 M US
2663,5,True,2016-11-16,AY6GA8WZR3JKV,B010RRWKT4,Amazon Customer,EXCELLENT, Black/White/Anthracite/Stealth, 8.5 M US
2664,3,True,2016-11-14,A1NBH6OGAD3BSK,B010RRWKT4,Khs,Good for non-aerobic workout. Mesh was very comfortable but no support for lateral movrment., Grey, 8 M US
2665,5,True,2016-11-11,A3DIMXA53RL7P,B010RRWKT4,B Savage,Favorite Nikes ever. I already owned this style and was ready for a new pair so I went with these. Love the color and they fit great., Hyper Jade/Mtlc Silver/Hyper Turq, 7.5 M US
2666,4,True,2016-11-11,A2RI4IA5982B8I,B010RRWKT4,Wejdan Turkistani,Light-weight comfy shoes., Cool Grey/Pure Platinum/White/Volt, 9.5 M US
2667,5,True,2016-11-09,A1EWNWTJPKEO4Z,B010RRWKT4,Amazon Customer,Tried a lot of shoes for cross training and these were the best!, Black/White/Anthracite/Stealth, 7 M US
2668,4,True,2016-11-08,AXKDU1CHG7Y4,B010RRWKT4,Lauren Nielsen,"Wish they had a little more support/cushion, but I love everything else about them!", White/Hyper Pink/Pure Platinum/Wolf Grey, 6.5 M US
2669,5,True,2016-11-07,A2FCRNY9C46Q4H,B010RRWKT4,Darlene Christ,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica pain that goes into my feet I have difficulty finding the proper support and comfort in shoes I would recommend these most definitely., Black/White/Anthracite/Stealth, 10 M US
2670,3,True,2016-11-06,AJWSFNS4F87M6,B010RRWKT4,Yraida V.,After my purchased I found out they are overpriced. They feel good but I will not recommended if you need Wide fit., White/Hyper Pink/Pure Platinum/Wolf Grey, 8.5 M US
2671,3,True,2016-10-30,A2KGKIJ528667I,B010RRWKT4,EdTheTalkingHorse,"I bought a pair of these in my size, but they are too small. I can get my feet in them but not comfortably. It's too bad because I can tell the soles are comfortable. Of course, now I've work them to work so I can't return them.", Cool Grey/Pure Platinum/White/Volt, 10 M US
2672,5,True,2016-10-29,A2CP5A30XO5JUO,B010RRWKT4,Aaron O.,Love them!  Very comfortable and great for weight training!, Wolf Grey/Black-pink Blast/White, 9 M US
2673,3,True,2016-10-26,A6IYTCB1PQ6NR,B010RRWKT4,TAL,Took other reviewers advice and went up half size and it was too large. I thought this was a more sock-like fit but it had a tongue that came up high on my ankle not at all sock like. Nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes. These just weren't what I was looking for., Black/White/Anthracite/Stealth, 8.5 M US
2674,5,True,2016-10-25,A3CXL2P49AQQRH,B010RRWKT4,Sofiya kantor,Really comfortable and very cute., black, 6 M US
2675,5,False,2016-10-24,A1TEBP1FCCJW5V,B010RRWKT4,Amazon Customer,These shoes are great.  This is the second pair that I have purchased and I love them., Racer Blue/Obsidian/Blue Tint, 7 M US
2676,5,True,2016-10-24,AD7ZF3D5JH9HL,B010RRWKT4,Vickie Hairston,Fit to size. Comfortable, Ocean Fog/Blue Grey/Mango, 7 M US
2677,5,True,2016-10-19,A2HL6AXS8GU07F,B010RRWKT4,Amazon Customer,Picky daughter actually loves them., Black/White/Anthracite/Stealth, 6.5 B(M) US
2678,5,True,2016-10-17,A3GJ2XW7W3VC5L,B010RRWKT4,Meredith P,Fit like a dream! Great for cross-training/HITT videos I do everyday. Great for walking too. Look amazing!, Cool Grey/Pure Platinum/White/Volt, 9.5 M US
2679,5,True,2016-10-15,A1X1ZJUOWLSFPG,B010RRWKT4,Gayla F. Frazier,Most comfortable training shoes I've worn in a long time., Black/White/Anthracite/Stealth, 9.5 B(M) US
2680,4,True,2016-10-11,A2QVLSH9P0BFA6,B010RRWKT4,KayH,"I bought these sneakers for boot camp class.  They are very light weight and different than other sneakers that I have owned.  Have only used them a few times, but like them so far.", White/Hyper Pink/Pure Platinum/Wolf Grey, 8 M US
2681,3,True,2016-10-09,A17SQ5GHL7FCTZ,B010RRWKT4,Beverly Neal,I got a hot spot on the bottom of my foot the first day I wore them., Bright Mango/Crimson/White/Blue, 10 B(M) US
2682,4,True,2016-10-05,A2JYB3OMH5QEBV,B010RRWKT4,Noreen A. Murray,"Still breaking them in for use at the gym.  I think once I get used to them, they'll work great!  :)", Black/White/Anthracite/Stealth, 7 M US
2683,3,True,2016-10-01,A717DJ1DZRTC5,B010RRWKT4,JMcQ,Not a fan. Shoes looked great but too narrow for most feet., Bright Mango/Crimson/White/Blue, 9.5 B(M) US
2684,5,True,2016-09-26,A2NKNE9SV2KIN2,B010RRWKT4,Reka,"I love these shoes. I exercise in them as well as just take them on longer walks. Feels good, looks GREAT!!", Black/Wolf Grey/White/Pink, 10 M US
2685,5,True,2016-09-23,AZ3KLARHNWMNZ,B010RRWKT4,PomeLo,fits perfect, Grey, 7 M US
2686,5,True,2016-09-18,A218T4MO2D9DF3,B010RRWKT4,Amazon Customer,Very comfortable shoes. I have wide feet with falling arches. These help both and are comfortable enough that I can be in them all day long., Cool Grey / Volt - Wolf Grey - Pure Platinum, 8.5 W US
2687,1,True,2016-09-12,A39XW67H6XEUOJ,B010RRWKT4,Kris L. Brown,"Unfortunately, this Flex Supreme does NOT have enough support over the toe and ankle are for my requirements.
Returning for credit.  Thanks anyway.", Wolf Grey/Black-pink Blast/White, 8.5 M US
2688,1,True,2016-09-11,A3SM5XENOINDNH,B010RRWKT4,Marielys Rodrguez,After using this shoes seven times for regular activities like walking or dancing the sole came out. I am very disappointed. I don't recommend this product at all. The worse part is that I can not return this item because the return window closed 4 days ago., Black/White/Anthracite/Stealth, 7.5 B(M) US
2689,5,True,2016-09-09,AMDBCZOTA9PVG,B010RRWKT4,Megan,Fit like gloves to my feet! Perfect for workouts., Black/White/Anthracite/Stealth, 8.5 M US
2690,4,True,2016-09-06,AIIPH3GX5LWS0,B010RRWKT4,Sophie G,"I've worn these to work out for 5 days in a row now. Initially, my arches ached but over time the discomfort subsided entirely. I've done everything from bootcamps, resistance training, running and Zumba. So yeah.., they are truly crosstrainers ;-)", Black/White/Anthracite/Stealth, 9 B(M) US
2691,4,True,2016-09-02,ASOSP4VAUDB7I,B010RRWKT4,Amazon Customer,I liked these shoes a lot. Very light weight. I didn't give a 5 because the color was a little lighter than I thought it was going to be but still a great shoe. Very comfortable, Ocean Fog/Blue Grey/Mango, 7.5 M US
2692,5,True,2016-08-29,A11JLWK8H96AU,B010RRWKT4,Amazon Customer,Love them !!!, Black/White/Anthracite/Stealth, 9.5 B(M) US
2693,5,True,2016-08-27,AC5WLG32YTU5K,B010RRWKT4,Amazon Customer,I love these shoes! Great arch support and perfect for cardio., Racer Blue/Obsidian/Blue Tint, 8.5 M US
2694,5,True,2016-08-27,A2MIBT81MX859C,B010RRWKT4,Amazon Customer,I workout at the local crossfit and find that these shoes help give me good support  with my endurance workouts., Black/White/Anthracite/Stealth, 10 M US
2695,3,True,2016-08-26,A2YPMEQ0QQ2I50,B010RRWKT4,Amazon Customer,"These shoes look really great. However, slightly loose. The problems with lack of support arose when I exercised. It feels like there is little to no support in them. Possibly this is a shoe more geared for an office environment or short walking distances.", Black/White/Anthracite/Stealth, 8.5 M US
2696,5,True,2016-08-23,A12LDKOWDBPQTC,B010RRWKT4,Marci,These are my favorite walk around shoes! I can wear them all day and not be in pain! Love em!, Ocean Fog/Blue Grey/Mango, 8.5 M US
2697,5,True,2016-08-20,A2S1234WV0NH27,B010RRWKT4,Sonj,"Favorite training and walking-around sneakers.
They look good with just about anything, and are comfortable for most situations.
With the exception of running (for which I use proper Mizuno running sneakers with an arch-support insole), these sneakers are my go-to.
If I could, I'd take away a 1/2 star for arch support - I have a slightly wider front of the foot and arches that are a little on the high side, so I do look for a good under the foot fit. I could probably tie the laces differently or put in an insole(they're pretty expensive), but as is, when I did a zumba class in these, my arch began to twinge :(
However, this is overall an awesome shoe that I will continue to stick with for going out, day to day walking, and for training and gym use (with the exception of running and zumba (although hip-hop was fine). The shoes have a great flexibility to them and don't look ""dirty"" easily. My previous pair of flex supreme TR 3s have lasted for a good 2 years and are just now on the verge of being worn out. This is the optimal sneaker that is flexible in more ways than one: from pointing you toes to leg-pressing, from gym use to shopping to adding a sporty edge to a dressy night out, the flex has it all.", Black/White/Anthracite/Stealth, 9.5 B(M) US
2698,5,True,2016-08-15,A3R2PQ01UGPDOX,B010RRWKT4,Michelle,"Love these! I have 3 pairs...they're so comfortable - I'm on my feet all day & my feet actually don't hurt at the end of the day when I wear these :)
I've learned to get these 1/2 size smaller....I'm normally a size 7 and the 6 1/2 fit perfectly", Black/White/Anthracite/Stealth, 6.5 B(M) US
2699,5,True,2016-08-15,AV2MXVWMTERBK,B010RRWKT4,Katherine M.,Great shoes. Lightweight and comfortable, black, 6 M US
2700,5,True,2016-08-14,A2UE1H1A7NH56P,B010RRWKT4,K. Towler,BEST. SHOES. EVER.  I bought two pairs in different colors- black n' white and the pink and white...  They have AWESOME support for whatever you use them for.. I have one for work and the other for training/running/etc in..., Pink Blast/Stealth/Hyper Pink/White, 7.5 B(M) US
2701,5,True,2016-08-08,A36XF6818PQ4DJ,B010RRWKT4,Sydney S.,These sneakers give me the motivation to workout because they feel so good and are great for any training, Black/White/Anthracite/Stealth, 7.5 B(M) US
2702,3,True,2016-08-05,A2SF88GW3AWEFK,B010RRWKT4,Amazon Junkie,"I LOVE the look and comfort of these shoes for style and lifting weights. Super cute and flezable. BUT for running, absolutely not!! It might just be my pronation/supnation and these shoes just do not work for my personal stride. I run about 2-4 miles every few days. Average of 8 miles a week and then sprints twice a week on a treadmill. Just after running with these 3 times, I am having major back issues that I have never had before.

MY STATS and other shoes:
I road and trail run. I run on my tip toes on the treadmill and a lot of heal on the road. I am 5'6 169lbs with more muscle than an average runner. Built more like a sprinter than a marathon runner.
I LOVE Nike FLEX bottoms. They really give me support and flex needed. I have also used Asics and Puma.", Black/White/Anthracite/Stealth, 9.5 B(M) US
2703,5,True,2016-07-27,AIM9MWMG87AWG,B010RRWKT4,Dennae,Size 5. Very comfortable shoes. Love!, Black/White/Anthracite/Stealth, 5 M US
2704,5,False,2016-07-22,AK1X6JAJ2L389,B010RRWKT4,S. Vanhoose,"I bought a wide size of these at a local store and they are amazing!  Soft, comfy, with moderate support.  Not a cloud to walk on, but not minimalist.  The wide size is perfect for my wide feet with high arches.  The shoe tends to run about a half size long though, especially for Nike.  I am working on getting in shape, and these shoes feel good all day... No rubbing on my big toe joint or pinkie toe or heel.  Very pleased.", Wolf Grey/Platinum/White/Crimson, 9.5 M US
2705,3,True,2016-07-21,A3IO5BLF4EPZDR,B010RRWKT4,Wendita,I always buy the same size this ones came to large, Black/White/Anthracite/Stealth, 10 M US
2706,5,True,2016-07-19,A26TU9F2BSPSGT,B010RRWKT4,Christy,"Nice shoes, fit good", Black/White/Anthracite/Stealth, 9.5 B(M) US
2707,5,True,2016-07-18,ABRX0RQNRXX85,B010RRWKT4,Ivan P.,I bought these for my wife. She saw them in the store but did not have their size so i ordered on amazon. She loves them . She already had for a couple of months and no complains at all. One of her favorites shoes for running or for her job since she walks a lot in the warehouse. Now she loves me more. :), Black/Wolf Grey/White/Pink, 8.5 M US
2708,5,True,2016-07-13,A2GXUQFUWMZ2FH,B010RRWKT4,carlcalico,Love these shoes. My feet have been weird since I was pregnant and my old shoes were uncomfortable. These are very comfy and help me get active. They are also stylish and go with anything., Black/White/Anthracite/Stealth, 9 B(M) US
2709,5,True,2016-07-01,AS378UOMHULXO,B010RRWKT4,Amazon Customer,"Look better than the picture, very comfortable, great support.", Black/White/Anthracite/Stealth, 6.5 B(M) US
2710,5,True,2016-07-01,A3QX1A6IPFQTN9,B010RRWKT4,Campsandalwood,Love my new Nike's.  It's been years since I've been able to wear them (sizing changed years ago and I just couldn't wear them any more) but now the new styles and sizing are perfect.  Lightweight shoe with tons of style.  The Fog color is just what I was looking for...not black and not neon!  I wore them to participate in Relay for Life (24 hour walk) and they held up great!, Ocean Fog/Blue Grey/Mango, 9.5 M US
2711,5,True,2016-06-28,A3LJ4LLR2UX4CB,B010RRWKT4,C.L.,"I am so happy with this purchase. I feel like I'm barely wearing a sneaker when working out. Another plus is that when I take off my sneaker, my sock is barely sweaty! I have never had that experience with a shoe. The shoe is also very attractive and flattering and looks nice on my feet.", Black/White/Anthracite/Stealth, 8 M US
2712,5,True,2016-06-25,A34WSGSH5OBAM2,B010RRWKT4,Darci Claude,Absolutely love them. Can even wear them without my insoles., Pink Blast/Stealth/Hyper Pink/White, 9.5 B(M) US
2713,3,True,2016-06-21,A2QJWHL4HY9FMF,B010RRWKT4,Amazon Customer,"Super cute shoe however runs wide and big, I'm a size 10 however this size 10 is too big. I went to a sporting goods store and tried the same shoe on  turns out with this particular shoe I'm a 9.5, so order half the size u normally are.", Black/Wolf Grey/White/Pink, 10 M US
2714,5,True,2016-06-19,AXVYVUK058AM3,B010RRWKT4,HP,"Wore these for the first time hiking the bluffs. Not the best traction on well worn rocks, but super comfy. No blisters, no achilles pain like with other shoes. Will continue to purchase Nike shoes, because my feet love them for all activities! ( except my home workouts, they drag pretty hard on the carpet)", Black/White/Anthracite/Stealth, 8.5 M US
2715,5,False,2016-06-16,A1AS1520CGYJ79,B010RRWKT4,Amazon Customer,"A-MA-ZING!  I needed a good jogging shoe and these make me feel like ""Forest Gump"".  I felt like I was running on a cloud.  I have narrow feet and these fit perfectly.  I am so happy that I am going to purchase another two pair as back-ups for once it's time to replace them.  Highly recommend to women who like to walk or run and light a light weight, comfortable shoe.", Bright Mango/Crimson/White/Blue, 8.5 M US
